source,target,direction,origin
Ɣleti 18 sɔŋ enye esia yaʋaladzimɔ le ɖiɖim le du sue si woyɔna be Aberhosan me le Gallesdu me.,"Cela fait 18 mois que la connexion Internet haut débit s’effondre chaque matin dans le petit village d’Aberhosan, au pays de Galles",ewe-fra,mafand
"Esi woxɔ eƒe CAP ɖaseɖigbalẽ la, eya kple nɔvia Jean woyi nuɖaɖasɔsrɔ̃ dzi le nuɖalagã Gaston Richard gbɔ le nuɖuƒe xɔ ŋkɔ aɖe  me le Paris ƒe nutovi 8 lia me.","Le CAP en poche, il fait ses armes aux côtés du grand chef cuisinier Gaston Richard avec son frère Jean à Paris au Lucas Carton, un prestigieux restaurant du 8e arrondissement",ewe-fra,mafand
"""afin de continuer à mener leur activité sans être inquiétés : chanter ses louanges. """"""",amewo katã tsi tsitre ɖe eŋu ke ɖeka mebia nya sie dze la eɖokui o:,fra-ewe,afrolingu
Men puki map popte?,Men pouki m ap propte ?,ewe-fra,afrolingu
"Pendant longtemps associé cet été à un transfert de 33 millions d’euros vers un club de Premier League, Nelson Semedo a confirmé qu’il était sur le point de quitter le Camp Nou après avoir envoyé un message d’adieu au club via Instagram",Dzilanyewoe ɖoam ɖe Ghana le mɔkekenusɔsrɔ̃ alo ɛɣlisigbe sɔsrɔ̃ ta.,fra-ewe,mafand
"Dɔnɔa ƒe lãme haya alegbegbe le ŋkeke 32 dɔyɔyɔ megbe, esia nye nyanyanana si tso dɔyɔƒea gbɔe.","« L’état de santé du patient s’est amélioré au point que les soins intensifs ont pu être interrompus » après 32 jours d’hospitalisation, a indiqué dans un communiqué l’établissement hospitalier, un des plus réputés au monde",ewe-fra,mafand
Ke le go bubu me la arthur melo hã yi Juventus nu sie nye eƒe mɔkpɔkpɔ gãtɔ.,"En échange, Arthur Melo est parti du côté de la Juventus, permettant au Bosnien de réaliser son rêve",ewe-fra,mafand
mienya ale si miawɔ mia dɔdasiwo o hena dzena xɔxɔ nyuie o,"Vous êtes la génération qui ne sait pas s’acquitter de ses devoirs, afin de mieux jouir de ses droits",ewe-fra,afrolingu
meƒonu kple ame nya nuwo eye nusɔsrɔ̃ geɖe le eme,"J'ai eu affaire à des personnes brillantes et nous avons eu des discussions intéressantes,",ewe-fra,afrolingu
"gake le blaɖa dasiamime 20 lia dzi le gaƒoƒo 11 mɔzɔzɔ megbe la, mieva ɖo ʋudzeƒe le nutsikɔname me gake kple dziodzɔ ɖe ŋkeke siwo gbɔna la ta","Pourtant, le mardi 20 août, après environ 11 heures de route, nous sommes bel et bien arrivés à la gare, épuisés, mais très enthousiastes à l’idée des prochains jours",ewe-fra,afrolingu
"Le ɣleti ɖeka megbe le eƒe gbugbɔ gaɖo megbe la, Lukatchenko sie tsitretsitsi dunyagblɔlawo gbe la fia adzɔgbe hena dukplɔɣeyi 6 liae.","Un mois et demi après sa réélection marquée par des contestations de l’opposition, Alexandre Loukachenko, le président de la Biélorussie a prêté serment ce jour pour un 6e mandat",ewe-fra,mafand
"Avec Maryse Condé, on se rend bien compte qu'il ne suffit pas d'être noir pour faire partie de la même communauté,","kple Maryse Condé la, miekpɔ mesu ko be nanye ameyibo hafi anɔ hadomegbenɔnɔa me o",fra-ewe,afrolingu
"Plusieurs d’entre eux ont vu Ronnathep Anuwat en train de regarder ces images, sans masque d’ailleurs, et n’ont pas manqué de le photographier, rapporte Closermag",geɖewo kpɔ ronnathep motsyɔ̃nu madoe wole hele fotoawo kpɔm eye woɖe fotoe,fra-ewe,afrolingu
ŋkeke aɖewo koe nye esia mekpɔ nua eye mete ŋu dee dɔwɔwɔme egbea,J’ai regardé cet épisode il y a quelques jours et j’ai eu l’occasion de le mettre en pratique aujourd’hui,ewe-fra,afrolingu
feè 2020 ƒe gadenumese ƒe axa 127 kple kpuk̂ui 15 gblɔ be nu ɖe sia ɖe siwoadzra alo awɔ xekpe ɖe amewu euye wohe ga vae la ƒe ɖe nayi na dukɔa,"L’article 127, alinéa 15 de la Loi de finances 2020, stipule que sont imposables, les opérations inhérentes aux «ventes de biens et les prestations de services effectuées sur le territoire camerounais ou à travers les plateformes de commerce électronique étrangères ou locales»",ewe-fra,afrolingu
"Cela vient de nos expériences, de réussites passées",etsɔ miaƒe numetoto kple dziɖuɖu siwo vayi me,fra-ewe,afrolingu
Notre appareil a capté une grande rafale d’interférences électriques,Miaƒe mɔ la xɔ titɔtitɔ gã aɖe.,fra-ewe,mafand
"""""""La confiance revient, il se sent mieux et l'avenir ne semble plus aussi sombre. """"""",kakaɖedzi le esi azɔ̃ eye dzideƒo le esi ɖe eƒe tsɔme ŋu,fra-ewe,afrolingu
"« Nous avons fait des progrès et avons, en fait, établi un contact avec une personne qui, espérons-le, nous mènera à la personne réelle qui a créé la vidéo et l’a également publiée, car nous avons intérêt à savoir pourquoi la vidéo a été faite, ce qui se passe avec cet enfant en particulier et l’exposition négative que nous avons vue démontrée dans ce clip particulier, car si cela se passe dans un clip, alors qui peut savoir ce qui se passe à l’extérieur en termes de contexte général », a révélé Gordon Harrison","Miedze kadede me kple ame si ɖee ɖe go eye wona miakpɔ ame sie wɔe eye mianya nu sie le dzɔdzɔ vavã ɖe ɖevi sia dzi elabe ne esia nye hamenɔn,ɔmetata hã nu ka tutue le dzɔdzɔm ɖe edzi le agbe vavã la mee eye nu baɖa si me wwole edem lae.",fra-ewe,mafand
Le dame me la miese be gakpɔdzikpɔla geɖe ƒoe.,"En mai dernier, on apprenait qu’il aurait été tabassé par plusieurs gardiens de prison",ewe-fra,mafand
"Ame si dzi woda ŋkɔ ɖo be loup sollitaire le mɔ́ si woɖena ɖe eya kple dunyagblɔlawo dome la kpɔ eƒe hostikpɔkpɔ de ŋgɔ le ƒè 2020 sia kple dɔlar miliar 51,9.","Surnommé « le loup solitaire » pour la distance qu’il met entre lui et les cercles politiques et économiques chinois, Zhong Shanshan a vu sa fortune bondir de 51,9 milliards de dollars en 2020",ewe-fra,mafand
"Le programme du SILA est disponible sur la page Facebook,",SILA ƒe ɖoɖo le Facebook dzi,fra-ewe,afrolingu
"En faisant appel de la décision, il a écopé de 5 années supplémentaires, rapporte France 3 Occitanie","Ke esi wogatrrɔ kodzoa yɔ la, wogada ƒè 5 ɖe edzi nae.",fra-ewe,mafand
Woŋlɔ le agbalẽa me be mɔnua ƒe ɖee nye be wɔakpɔ ale si nyenyen kple todede le adoduinyenye takpɔkpɔ dzi le boblodonuawo me lae.,"L’un des moyens consiste à revoir l’efficacité et l’impact des contrôles de qualité des annonces » peut-on lire dans le mail… Facebook fait le ménage sur ses groupesFacebook précise ensuite que ni les enchères, ni la diffusion des annonces ne seront impactées par le pourcentage de texte des images intégrées aux publicités",ewe-fra,mafand
"J'ai eu des sourires, des mots d'amitié, des rencontres, des bus manqués, de longues marches, des parfums à croquer, de belles fleurs, de belles pensées et surtout un agréable moment que je souhaite partager à travers ces photos€¦,","Amewo ko nu nam, mexɔ xlɔ̃ nyagbewo,medo go amewo, ʋu maɖo kpɔwo, azɔ̃li dzidziwo zɔzɔ̃, ami ʋeʋewo, seƒoƒo nyuiwo, susu nyuiwo eye gawu la ɣeyiyi nyuiwo siwo medi be mamã to photo siawo me",fra-ewe,afrolingu
"J’ai traîné avant d’aller avec elle au garage, mais aujourd’hui elle a abusé",Mehe ɖe megbe na etsɔtsɔ yi ʋudzraɖoƒe eye egbea ya la egbe dzoxɔxɔ,fra-ewe,afrolingu
"En vrai, on peut créer une ONG et générer des bénéfices",ɖokuisi dɔwɔƒe hã hea ga vanae,fra-ewe,afrolingu
"Nous sommes arrivées à Toronto le 24 Décembre et avons décidé sur un coup de tête de voir les chutes du Niagara,",Mieva ɖo Toronto le Dzome 24 lia eye mieɖoe be miakpɔ Niagara ƒe srasra la,fra-ewe,afrolingu
"Ma mère et moi ne sommes pas d'accord sur plusieurs choses relatives au genre,",nye kple nɔnye mieɖo nukpɔ susu ɖeka kuɖe amenyenye ŋu o,fra-ewe,afrolingu
"Le nyanyanana si olivier veran dziɖuɖuanyanuɖela wɔ kuɖa sia gbe la, Guadeloupe kple Aix Marseille ge ɖe ŋudzɔnɔnɔ deto me elabe Koronadɔ le tsatsam le wome akpa.","Selon la nouvelle classification du gouvernement dévoilée par Olivier Véran ce mercredi soir, la Guadeloupe et Aix-Marseille, ont été donc été placés en « zone d’alerte maximale », en raison de la circulation préoccupante du coronavirus",ewe-fra,mafand
Votre femme assise à côté de vous.,srɔ̃wo le wò aha dzi,fra-ewe,afrolingu
"ke le timatitutua ƒe gɔmedzedze la, mele ame siwo metsɔ ɖeke le eme nae o la dome","Aux débuts de la purée de tomate togolaise, je faisais partie de ceux qui voyaient ce produit avec beaucoup d’indifférence",ewe-fra,afrolingu
"Brigitte, ma femme, avait trois enfants",Vi etɔ̃ nɔ srɔ̃nye Brigitte sí.,fra-ewe,mafand
Ce sont les Hommes qui font le temps,amewoe wɔa ɣeyiɣiwoe,fra-ewe,afrolingu
"Mais, de toute façon, il n'est pas à vendre !","Gake, wo mele edram gɔhã o.",fra-ewe,afrolingu
Aɖaŋuɖemɔ siawo le miaƒe agbe trɔm.,Félix Tshisekedi a aussi demandé un renforcement “de l’assistance technique pour combattre et arrêter une maladie qui est un ennemi commun”,ewe-fra,mafand
mefa akɔ na ɖokuinye be ɣeyiɣi sia xe esi mewɔa zãme hedoa gbe ɖa lae,"Pour le moment, je me console avec le fait que je profite de ce sommeil en journée pour remplacer le temps passé en prière la nuit",ewe-fra,afrolingu
"Si elle a récemment changé d’avocat, la duchesse de Sussex a également décidé de sortir l’artillerie lourde en termes de défense",mienyae be eɖoli senyala eye wodzi be yeaɖe ŋusẽ fia to nyakpekpe me,fra-ewe,afrolingu
"Le sɔhɛwo gome la, to vo na Kalimodo sasa la numetsakala aɖeke mega li o eye esia ɖo vɔvɔ̃ na haa.","Même du côté des jeunes, à part vendre le jeune Kalimuendo, le PSG n’a plus de joker, et cela inquiète aussi légitimement les supporters, qui se disent que leur club ne trouvera pas éternellement des solutions dans les prêts, et doit se renforcer encore en défense centrale, au milieu, et même en théorie devant, pour faire au moins aussi bien que la saison passée en Ligue des Champions",ewe-fra,mafand
"Elle a tellement essayé de paraître moins noire, de se détacher de tout ce que l’on associe aux noirs, que ses amis finissaient par lui parler comme si elle n’en était pas une","edze agba ɖe eɖokui ɖa le ameyibɔnuwo nu alegbegbe be etɔwo ,foa nju nae abe menye ameyibɔ o ene",fra-ewe,afrolingu
"le nya la me la, ameawo gblɔ be fiavi Harry dɔ srɔ̃a ƒe fúnya na ƒometɔwo to lɛtavi ko dzi","Dans la biographie, les deux journalistes affirment notamment que le prince Harry aurait prévenu par SMS son entourage, à savoir la reine, son père, son frère et le reste de la famille, de la grossesse de Meghan Markle",ewe-fra,afrolingu
Ça m’a fait sourire parce que j’ai pensé au tout premier épisode de Honest Tea Talk,esia ɖi kokui nam elabe eɖo ŋku Honest Tea Talk wɔna gbãtɔ dzi nam,fra-ewe,afrolingu
Adela la tsɔ nuɖuɖu de akpo me eye wodze mɔ kple yeƒe avu la.,"Le chasseur prit sa gibecière, y mit sa nourriture et partit, accompagné de son chien.",ewe-fra,afrolingu
"Comme il le rappelle dans la séquence, le duc de Sussex n’a jamais voté de sa vie","abe ale si wogblɔe le nua me ene la, fiavia meda akɔ kpɔ o",fra-ewe,afrolingu
esia nye mɔnu si dzi amediɖulawo to be yewo atutu nudrã siwo yewo tɔgbuiwo wɔ lae,C'est d'ailleurs un argument volontiers brandi par les colons nostalgiques dans leurs tentatives désespérées d'embellir les horribles errements de leurs peres.,ewe-fra,afrolingu
Nɔ anyi le ŋutifafa kple amewo wu be na gblɔ be yeƒe subɔsubɔ nye ŋutifafa,"Au lieu de dire que vous avez une religion de paix, agissez pacifiquement envers les autres,",ewe-fra,afrolingu
"Nous en sommes encore au début et je n'ai pas encore réussi à établir des procédures bien claires pour tout ce que nous réalisons,",gɔme dzedze koe nye si eye nye mekpɔ wɔ ɖoɖo gobi aɖeke nusiwo katã wɔm miele o,fra-ewe,afrolingu
"S’il a quitté la Côte d’Ivoire sans y revenir depuis la fin de l’année, c’est parce qu’il sait qu’il devra y être jugé pour une tentative de déstabilisation",Ne esi le Côte d'Ivoire le ƒènuwuwu ke eye megagbɔ oa egɔme koe nye be enya be wodrɔ ʋɔnu ye le dziɖuɖutsɔtsrɔ̃ ta.,fra-ewe,mafand
"Pour l’heure, Grand P n’a pas encore réagi à cette nouvelle affaire qui se répand telle une traînée de poudre sur les réseaux sociaux","Va se ɖe fifi la, grand P megblɔ nya aɖeke le esia ŋu o.",fra-ewe,mafand
enye ame gbãtɔ si kaka nye nuŋɔŋlɔwo le facebook eye medzudzɔ ŋusẽ dodom o,"Elle est la première à partager mes posts sur Facebook et ne cesse de m'encourager,",ewe-fra,afrolingu
Meghan Markle est prête à tout pour gagner son procès contre le Mail on Sunday,Meghan Markle sɔgbe hena mail on sunday dzi ɖuɖu le kodzoa me.,fra-ewe,mafand
Moya menɔ egɔme sem be yenɔ si nye nyonu zazɛ kple kalẽ tsã la lɔ̃ le vlodoame nu siawo xɔm o,"Moya ne comprenait pas que sa mère auparavant forte et épanouie, accepte les violences et les humiliations qu’elle subissait au quotidien",ewe-fra,afrolingu
"J’ai toujours le coeur apaisé lorsque je dois m’absenter parce que je sais que Raymond et lui pourront épauler Bintou, la bibliothécaire",ne nyemeli o hã nye dzi dzena eme elabe menya be eya kple Raymond ado alɔ Bintou si le agbalẽxleƒea,fra-ewe,afrolingu
Miavi la va anyigba sia dzi kwasiɖanuwuwu eye wotrɔ miaƒe agbe.,« Notre fille nous a rejoint sur terre ce week-end et elle a déjà changé notre monde,ewe-fra,mafand
Kpuie ko la Togo do le wɔna xoxo si tso ƒè 1993 lia me va ɖo yeye si dzɔ le ƒè 2008 lia me la me.,"En des termes plus simples, le Togo passe d’un ancien système comptable national datant de 1993, à un autre plus récent datant de 2008",ewe-fra,mafand
"""""""Et plus longtemps cette audience reste sur les pages ouvertes et navigue à travers le site, encore mieux c'est. """"""","ne wogana mɔnukpɔkpɔ le nuƒoƒo sia ŋu le yaʋaladaka la dzi la ɣeyiɣi didi aɖe hã,anyo ŋutɔ",fra-ewe,afrolingu
Ils marchèrent ensemble jusqu’à l’immeuble d’Audrey mais elle ne l’invita pas à monter,Wozɔ va se ɖe Audrey ƒe agbó nu gake mekpee be woyi eme kpliye o,fra-ewe,afrolingu
Ce fut alors que le calao sauta sur ses pattes et commença à les ramasser :,"Afimae Kalao tso kpata, deasi wofɔfɔ me.",fra-ewe,afrolingu
Tous ceux qui rejoignaient l’islam étaient considérés comme des traîtres qui ont apostasié la religion de leurs ancêtres,ame sio teɔ dzime la nye sakplisala siwo gbe tɔgbuikɔnuwo lae,fra-ewe,afrolingu
"Miezã tɔtrɔ le ghana, amekɔkɔ le Lome eye zemidzã le Kuntɔnu eye mieɖu dumawo me nuwo.",Mes poumons ont été affectés et ça a failli me tuer,ewe-fra,mafand
etsɔtsɔ gana ŋusẽe,Le tenir entre les mains semble avoir décuplé ses forces,ewe-fra,afrolingu
atsi stitre ɖe Thailande fia ŋu nye vodada gã aɖe le esime tsitre tsitsi ɖe sia ɖe le fiaa ŋu dze na gakpɔmetohehe,S’opposer publiquement au roi de Thaïlande est une très mauvaise idée sur un territoire où la moindre opposition est punie par une peine de prison,ewe-fra,afrolingu
ame siwo le dua kplɔm la nye ŋutasedziɖulawo eye dukɔa nye ha sie le dɔ wɔm le vevesese me na woe,"""""""Je suis probablement mal informé, je ne sais pas grand-chose de la politique, mais il est clair que si ce pays fonctionne selon des classes,""",ewe-fra,afrolingu
wotsɔe wɔ numekuku 15000 vɔ hete eƒe nyonyo kpɔ,15 000 tests ont déjà été effectués avec ce dernier pour vérifier son efficacité,ewe-fra,afrolingu
Le ƒè 2016 lia me la ekpe kilo 595.,"En fin 2016, Juan Pedro Franco affichait un poids de 595 kilos sur la balance",ewe-fra,mafand
Miakpɔ nu sie le dzɔdzɔm lae nya sia wogblɔ na nyakakadɔwɔla aɖe si bkiae be ne na gbe be neyege la yatsɔ zikpuia na bɔbɔe lae.,"“Il va falloir que nous voyions ce qui se passe”, a déclaré Donald Trump lors d’une conférence de presse à la Maison Blanche, interrogé par un journaliste qui lui demandait de prendre l’engagement d’assurer un transfert sans violence du pouvoir quel que soit le résultat de l’élection qui l’oppose au démocrate Joe Biden",ewe-fra,mafand
Banta lɔa adegbeƒoƒo eye ame aɖeke mate ŋu aɖo asi edzi ne wodze eƒe vukɔɖeanyiŋutinyawo gɔme o.,Banta aimait aussi à se vanter et nul ne pouvait le faire taire lorsqu’il se lançait dans le récit de ses carnages.,ewe-fra,afrolingu
eyata ɖeɖe ko woganɔ nya siawo sẽm ɖo,"C'est uniquement pour elle qu'il continue d'écouter cette litanie de reproches,",ewe-fra,afrolingu
yi nayɔ tɔ́wo le agbleme,"Va appeler ton père au champ,",ewe-fra,afrolingu
Bia nya sia ame si yia asime edziedzi la agblɔe na wo.,"Guinée Bissau / Fête de l’Indépendance : la liste très sélecte des invités« J’ai été atteint par une souche très virulente, ça a été très dur",ewe-fra,mafand
"Très souriant, en lunettes noires, il a serré de nombreuses mains, devisé avec bon nombre d’officiers et s’est prêté à des selfies avec certains d’entre eux",Edo gbe na asrafo geɖewo heɖe foyo kple ɖewo gɔ̃.,fra-ewe,mafand
"Il était une fois une jolie femme, si jolie, oh ! si jolie qu'elle ne semblait pas un être humain.",Nyɔnu dze tugbe aɖe si ƒe tugbedzedze wɔe be medze abe ame ene o la nɔ anyi va yi.,fra-ewe,afrolingu
"La procureure contestait cette demande de report devant un tribunal d’Etat, et demandait aussi à ce que la Trump Organization soit contrainte à fournir des documents concernant plusieurs biens immobiliers de la holding familiale, dont un bâtiment situé à Wall Street et le Trump International Hotel de Chicago",Ʋɔnudrɔla la tsi tsitre ɖe bibia sia ŋu le ʋunudrɔƒe bubu gbɔ eye wogazi trumpOrganization sí be woatsɔ agbalẽ geɖe siwo kuɖe aƒe kple anyinyagbanyawo ŋu la vae.,fra-ewe,mafand
Hametɔ aɖe kpe ɖe eŋu wokpɔ dɔ le sukua ƒe yaxɔƒe eye le lɔlɔ̃nudɔwɔgbeme la ekpɔ ame aɖe si nae dɔ le sukua godo,"L’un des membres l’a aidée à avoir un boulot étudiant au Centre récréatif de l’université, et c’est sur un chantier qu’elle a rencontré son premier employeur hors-campus",ewe-fra,afrolingu
